Student_ID,Gender,Age,Major,Attendance_Pct,Study_Hours_Per_Day,Previous_GPA,Sleep_Hours,Social_Hours_Week,Final_CGPA
ID00390,Female,18,Psychology,94.8,1.5,3.15,8.9,8,3.44
ID00391,Female,20,Business,86,2.1,3.25,4.9,10,3.44
ID00392,Male,20,Business,83,3.3,3.64,8.4,10,4
ID00393,Male,20,Mathematics,100,8.2,4,7.6,10,4
ID00394,Female,23,Business,65.3,1.2,3.55,7.6,13,3.33
ID00395,Male,19,Economics,93,1.8,3.32,6.3,9,3.62
ID00396,Female,23,Business,59.9,3.4,3.44,4.8,10,3.03
ID00397,Female,24,Economics,72.4,2.5,3.02,7.8,9,2.88
ID00398,Male,19,Engineering,66.8,5.2,2.37,8.3,4,2.28
ID00399,Female,18,Business,96.7,3.5,3.12,7.7,8,3.34
ID00400,Female,23,Computer Science,84,1.5,3.28,6.8,4,3.6
ID00401,Male,23,Economics,84.8,2.9,2.5,5.3,10,2.64
ID00402,Female,24,Economics,68.4,4.5,3.76,6.1,5,3.74
ID00403,Male,23,Psychology,80.5,5.9,3.6,7.7,4,4
ID00404,Female,21,Engineering,73.5,1.8,2.41,5.8,10,2.06
ID00405,Male,18,Business,90.8,4.6,3.78,5.6,12,4
ID00406,Female,20,Computer Science,70.1,3.3,2.95,4.8,6,3.05
ID00407,Male,18,Psychology,100,7.6,2.71,7.8,8,3.29
ID00408,Male,21,Engineering,59.9,2.9,3.64,7.8,6,3.35
ID00409,Female,24,Economics,72.9,1.5,3.07,8.7,12,2.72
ID00410,Male,24,Computer Science,100,2.6,4,4,4,4
ID00411,Male,19,Business,78.5,0.9,2.67,8.8,12,2.41
ID00412,Female,18,Mathematics,65.3,1,2.23,8.7,4,2.14
ID00413,Female,24,Mathematics,88.3,1.2,2.96,8.8,13,3.19
ID00414,Female,23,Engineering,77.9,5.2,3.49,7.2,4,3.47
ID00415,Female,24,Computer Science,72.5,4.9,2.64,7.3,12,2.74
ID00416,Male,24,Psychology,68.6,5.4,2.43,7.3,3,2.69
ID00417,Male,24,Computer Science,100,2.7,3.21,5.6,8,3.44
ID00418,Male,24,Economics,81.2,2.1,2.37,5.7,10,2.52
ID00419,Female,20,Mathematics,56.1,12.2,3.25,7.3,10,3.57
ID00420,Female,20,Engineering,100,4.3,2.93,6.6,11,3.48
ID00421,Female,19,Business,94.2,2,3.35,8.1,6,3.39
ID00422,Female,24,Computer Science,73.5,8.8,2.41,6.5,7,2.57
ID00423,Male,18,Mathematics,71,8.1,3.75,4.8,8,4
ID00424,Male,21,Psychology,95.1,5.7,3.01,4.9,6,3.24
ID00425,Male,19,Engineering,81.3,3.6,3.48,5.9,6,3.85
ID00426,Male,18,Business,56.1,2.3,3.58,8.1,11,3.07
ID00427,Male,24,Computer Science,100,3,2.52,6.2,9,2.63
ID00428,Female,22,Psychology,78.5,7.5,3.54,7.4,9,3.73
ID00429,Male,24,Business,100,2.5,2.39,4.5,5,2.38
ID00430,Male,20,Economics,100,1.7,2.41,7.2,6,2.53
ID00431,Male,21,Mathematics,70,5.6,4,7.1,7,4
ID00432,Female,23,Economics,100,3.9,3.66,8.8,11,3.72
ID00433,Female,21,Mathematics,75.2,2.6,4,7.2,6,3.79
ID00434,Male,23,Psychology,57,2.7,2.91,8.1,6,2.36
ID00435,Male,21,Economics,78.6,0.8,3.15,9.9,12,2.93
ID00436,Female,20,Mathematics,91,2.9,3.36,7.1,3,3.84
ID00437,Male,23,Engineering,78.1,7.1,3.09,9.3,7,3.03
ID00438,Female,18,Psychology,80.4,2.1,2.73,7.2,7,3.03
ID00439,Female,23,Mathematics,100,13.3,2.65,6.2,8,3.46
ID00440,Male,19,Computer Science,86.6,3.9,3.21,6.8,7,3.38
ID00441,Male,18,Mathematics,72.4,1.4,2.57,6.2,7,2.3
ID00442,Female,19,Economics,95.5,0.2,2.55,6.3,5,2.6
ID00443,Male,24,Engineering,88,4.5,3.3,6.1,8,3.75
ID00444,Male,21,Business,47.2,2.1,3.05,6.5,8,2.89
ID00445,Female,18,Business,91.4,5.7,3.57,8.1,8,3.93
ID00446,Female,21,Mathematics,90.9,7.8,2.89,4.4,7,3.15
ID00447,Female,24,Business,85.3,6.4,2.81,7.4,6,3.18
ID00448,Female,22,Mathematics,98.4,6.3,3.31,7.2,9,3.95
ID00449,Male,21,Engineering,74.9,3,2.69,9.1,6,2.4
ID00450,Male,24,Business,90,2.2,2.77,6.5,8,3.07
ID00451,Female,21,Economics,61.5,5.3,2.79,8.7,11,2.68
ID00452,Female,24,Economics,91.1,2.3,3,5.7,7,2.99
ID00453,Male,19,Computer Science,100,3.1,3.99,6.3,10,4
ID00454,Female,24,Mathematics,70.1,2.3,2.41,7.6,12,2.55
ID00455,Male,23,Business,73.6,2.5,3.75,7.9,8,3.83
ID00456,Male,22,Economics,74.3,5.6,3.47,6.6,12,3.47
ID00457,Male,21,Engineering,86.9,2.4,3.88,7.3,12,3.98
ID00458,Male,24,Engineering,69.1,5.6,4,6.8,11,4
ID00459,Male,24,Computer Science,91.3,7.7,3.82,8.2,9,4
ID00460,Male,21,Engineering,97.7,2.8,3.56,6.8,8,3.81
ID00461,Male,22,Engineering,93,1.9,2.44,6.7,6,2.81
ID00462,Female,22,Business,58.5,6.9,2.51,8.5,3,2.31
ID00463,Female,24,Mathematics,99.9,4.7,3.28,7.3,3,3.82
ID00464,Female,18,Psychology,99.1,2.4,2.25,8,6,2.64
ID00465,Female,19,Engineering,97.5,3.2,3.41,10,2,3.64
ID00466,Male,22,Engineering,90.6,5,2.03,4,3,2.45
ID00467,Male,22,Psychology,88.3,1.3,3.68,5.5,14,3.63
ID00468,Female,20,Engineering,100,9.6,2.94,5.6,7,3.35
ID00469,Male,23,Business,100,6.5,3.16,5.7,9,3.62
ID00470,Female,22,Business,70.7,4,2.73,9.1,7,2.48
ID00471,Male,19,Psychology,100,9.3,2.15,4,6,2.47
ID00472,Female,23,Economics,83.7,8.4,3.72,7.7,11,4
ID00473,Male,23,Engineering,83.1,3.5,3.77,4.7,4,4
ID00474,Female,21,Economics,62,3.3,2.92,7,8,3.13
ID00475,Male,21,Engineering,80.7,3.4,3.43,7.4,5,3.81
ID00476,Female,21,Mathematics,70,5.4,2.9,8.4,12,3.1
ID00477,Male,21,Engineering,78,5.2,3.24,6.6,9,3.49
ID00478,Female,20,Business,68.5,1,3.48,6.7,1,3.26
ID00479,Female,22,Computer Science,78.3,5,3.38,4,6,3.34
ID00480,Male,21,Computer Science,78.9,5,3.77,10,12,3.82
ID00481,Female,24,Computer Science,86.5,3.4,3.36,7.5,8,3.54
ID00482,Female,18,Computer Science,60.8,4.1,3.11,7.7,10,3.09
ID00483,Male,21,Economics,63.3,1.2,2.72,8.6,9,2.63
ID00484,Female,22,Economics,90.4,1.7,2.86,6.9,12,3.03
ID00485,Female,21,Engineering,73,2.3,3.51,7.6,12,3.65
ID00486,Female,20,Economics,100,5.5,2.35,8.1,10,2.64
ID00487,Male,19,Engineering,88.4,7.9,3.65,4.8,5,3.98
ID00488,Male,19,Mathematics,94.1,5.3,2.96,7.8,7,3.26
ID00489,Female,22,Engineering,100,4.3,2.69,10,11,3.03
ID00490,Female,24,Computer Science,80.4,6,2.55,9.6,7,2.85
ID00491,Male,19,Psychology,76.4,0.5,3.44,9.3,11,3.11
ID00492,Female,19,Psychology,98.1,7.6,3.09,9.9,7,3.6
ID00493,Male,18,Business,92.6,3.7,3.89,5.1,7,4
ID00494,Male,22,Business,82.2,7,2.47,6.2,7,3.11
ID00495,Male,24,Engineering,100,5.7,2.81,5.6,8,3.16
ID00496,Male,22,Psychology,81.8,2.4,3.05,10,10,3.41
ID00497,Female,19,Computer Science,85.5,4.6,2.72,7.4,2,3.05
ID00498,Male,19,Economics,85.3,2.5,3.1,4.9,7,3.19
ID00499,Female,19,Computer Science,71,5.2,3.26,5.3,9,3.33
ID00500,Female,23,Computer Science,86.2,10.2,3.34,7.2,6,4
ID00501,Female,20,Engineering,100,5.2,3.85,5,9,3.97
ID00502,Male,21,Engineering,91.7,2.3,2.45,9.8,5,2.68
ID00503,Male,20,Mathematics,85.5,6.6,3.27,8.2,7,3.52
ID00504,Female,22,Computer Science,82.6,2.2,2.78,7.5,5,3.22
ID00505,Female,18,Computer Science,90,7.8,3.32,5.4,7,3.79
ID00506,Male,21,Engineering,96.2,2,3.32,5,8,3.32
ID00507,Female,18,Engineering,94.1,7.2,2.61,7.5,11,2.94
ID00508,Female,24,Mathematics,80,2.9,2.65,7.2,8,3.1
ID00509,Female,23,Mathematics,89.9,5.5,3.36,5.1,8,3.83
ID00510,Female,22,Business,92.2,6.6,3.11,6.9,4,3.56
ID00511,Female,23,Psychology,69.9,4.5,2.99,6.9,9,2.9
ID00512,Male,22,Computer Science,87.5,3.1,3.43,8.1,6,3.59
ID00513,Female,18,Computer Science,52.6,4.6,3.47,10,9,3.25
ID00514,Female,18,Mathematics,92.2,3.7,2.84,4,10,3.14
ID00515,Male,18,Mathematics,94.9,4,2.67,8.2,6,3.07
ID00516,Male,22,Business,96.2,1.3,2.47,6,4,2.79
ID00517,Male,19,Psychology,79.1,5.9,3.12,7.6,8,3.2
ID00518,Female,18,Business,89.6,4.5,2.39,7.2,4,2.7
ID00519,Female,23,Psychology,100,1.1,3.15,7.8,14,3.41
ID00520,Male,24,Economics,100,3.2,3.71,5.1,6,3.84
ID00521,Female,21,Computer Science,84.6,0.8,2.92,8.5,7,3.16
ID00522,Male,22,Business,87.1,4.1,2.83,7.1,3,3.12
ID00523,Female,23,Mathematics,100,5.4,4,9.1,7,4
ID00524,Female,20,Business,62.5,2.6,3.85,9.4,10,3.55
ID00525,Female,24,Economics,80.2,2.5,2.72,7.4,9,2.84
ID00526,Male,20,Business,100,3.1,3.17,8.5,7,3.23
ID00527,Male,21,Computer Science,99.6,2.5,3.26,8.4,8,3.37
ID00528,Male,19,Economics,90.5,2.2,3.2,9,7,3.21
ID00529,Male,18,Mathematics,62.4,1,4,8.9,3,3.78
ID00530,Female,22,Mathematics,84.3,2.4,3.14,5.3,3,3.22
ID00531,Female,23,Engineering,76.2,1.3,3.22,7.4,12,3.04
ID00532,Female,18,Economics,90,7.6,3.44,4.9,4,3.85
ID00533,Female,23,Engineering,72.9,8.3,3.69,6.2,10,4
ID00534,Female,22,Engineering,69.6,5.2,3.57,6.3,3,3.78
ID00535,Female,20,Computer Science,54,7.3,3.37,7.9,9,3.44
ID00536,Female,18,Business,100,2.3,2.32,6.7,12,2.78
ID00537,Female,21,Mathematics,79,5.4,2.86,6.8,7,2.78
ID00538,Male,19,Mathematics,87.4,5.3,3.51,8.5,7,3.9
ID00539,Male,21,Business,85,4.7,3.23,8.3,7,3.36
ID00540,Male,19,Mathematics,69,3,3.51,7.4,17,3.38
ID00541,Female,24,Business,66.1,3.9,4,8.1,6,3.84
ID00542,Female,23,Economics,69.9,4.6,2.51,8,6,2.53
ID00543,Male,18,Computer Science,74.2,4.5,3.67,9.9,11,3.84
ID00544,Female,18,Computer Science,90.5,2.1,2.93,6.7,6,3.33
ID00545,Female,24,Computer Science,73.1,8,3.57,5.9,8,3.54
ID00546,Male,19,Business,100,4.1,3.08,7.3,10,3.25
ID00547,Male,20,Business,100,6.1,4,5.6,11,4
ID00548,Female,22,Psychology,97.1,2.8,3.17,6.4,7,3.29
ID00549,Male,21,Mathematics,83.2,5.2,2.78,7.7,10,3.33
ID00550,Female,24,Mathematics,100,4.3,3.31,6.2,7,3.84
ID00551,Male,23,Psychology,81.7,2.2,3.26,6.7,4,3.33
ID00552,Female,24,Psychology,84.5,4,3.67,6.6,9,3.91
ID00553,Female,21,Computer Science,87.5,3.3,3.32,6.4,11,3.44
ID00554,Female,21,Psychology,95.5,3.5,4,5.4,9,4
ID00555,Female,23,Business,94.6,6.7,3.04,8.5,9,3.44
ID00556,Male,23,Engineering,77.9,3.7,3.05,9.1,4,3.08
ID00557,Male,18,Business,77,6.5,2.8,8.4,2,2.87
ID00558,Male,21,Psychology,94.6,5.5,3.14,8.4,9,3.42
ID00559,Female,22,Mathematics,95.7,4.2,3.22,6.4,12,3.46
ID00560,Female,22,Business,79.1,6.9,3.24,7.3,9,3.33
ID00561,Female,19,Mathematics,61.2,6.6,3.13,5.8,6,3.24
ID00562,Male,24,Business,81.9,4.2,2.8,6.8,8,3.3
ID00563,Male,23,Mathematics,94.4,4.4,2.66,6.9,9,2.99
ID00564,Male,18,Economics,100,7,2.91,4.9,7,3.49
ID00565,Male,22,Business,67,5.7,3.67,7.2,14,3.63
ID00566,Female,20,Mathematics,78.6,8,3.78,6.2,6,4
ID00567,Male,18,Engineering,79.2,3.6,3.06,7.4,15,3.03
ID00568,Male,18,Computer Science,100,1.8,2.63,6.6,10,3.02
ID00569,Female,22,Business,84.5,2.5,3.06,7.5,10,3.5
ID00570,Male,20,Engineering,71.4,1,4,8,9,3.98
ID00571,Male,19,Computer Science,93.4,2.4,3.6,5.1,7,3.71
ID00572,Female,22,Business,78.9,5.6,3.38,6.5,11,3.49
ID00573,Male,20,Engineering,66.6,3.7,3.58,6,7,3.64
ID00574,Female,18,Engineering,71.6,2.2,3.87,8.8,12,3.71
ID00575,Female,20,Economics,100,2.8,2.52,9.5,13,2.83
ID00576,Female,18,Engineering,90.8,4.7,2.9,7.1,3,3.39
ID00577,Male,24,Economics,86.6,2.9,2.84,7.6,7,2.94
ID00578,Female,22,Psychology,81.3,3.4,3.39,4.8,10,3.47
ID00579,Male,23,Mathematics,89.4,1.4,3.18,7.5,7,3.35
ID00580,Male,22,Computer Science,89.2,7.5,3.48,6.6,7,4
ID00581,Male,24,Mathematics,89.4,8.1,2.85,9,16,2.9
ID00582,Female,21,Mathematics,86.7,2.3,3.79,6.7,8,3.98
ID00583,Male,21,Economics,98,3.2,3.07,5.8,9,3.26
ID00584,Male,21,Mathematics,85.3,0.9,3.45,5,9,3.58
ID00585,Female,22,Engineering,70.3,7.1,3.7,7.3,13,4
ID00586,Male,19,Economics,75.8,1.7,3.66,6.2,8,3.72
ID00587,Male,22,Mathematics,55.3,3.9,3.28,8.8,4,2.87
ID00588,Male,24,Economics,100,2,3.51,7.9,7,3.87
ID00589,Male,24,Psychology,97.9,3.9,3.97,6.8,9,4
ID00590,Male,23,Economics,72.5,6.4,3.36,7.9,8,3.54
ID00591,Male,20,Business,80.8,5.4,2.74,9.6,6,2.98
ID00592,Female,22,Engineering,75.4,5.7,3.39,5.3,3,3.6
ID00593,Male,22,Computer Science,100,1.5,3.08,6,9,3.49
ID00594,Male,18,Business,63.7,3.8,1.93,9.9,6,1.76
ID00595,Female,24,Business,86.7,10.9,3.33,5.9,6,4
ID00596,Male,18,Business,83.4,4.5,3.16,8,8,3.35
ID00597,Female,18,Mathematics,97.4,4,3.68,8.8,2,3.73
ID00598,Male,22,Economics,83.4,3.4,2.72,7,7,2.98
ID00599,Male,19,Economics,58.6,4.3,2.35,8,3,2.1
ID00600,Male,20,Mathematics,81.2,3.9,3.18,6.6,8,3.54
ID00601,Male,20,Engineering,70.4,9.8,3.29,9.7,5,3.48
ID00602,Male,24,Mathematics,86.2,6.1,3.15,6.3,7,3.46
ID00603,Male,23,Mathematics,100,3.6,3.11,5.6,9,3.28
ID00604,Male,24,Mathematics,58.9,6,2.57,8.3,9,2.45
ID00605,Male,19,Engineering,73,2.4,3.03,8.1,12,2.83
ID00606,Male,19,Engineering,76.7,3.9,2.93,7.2,8,3.01
ID00607,Male,20,Psychology,79.3,2.9,3.64,7,5,3.71
ID00608,Male,21,Psychology,96.1,5.7,3.29,6.3,11,3.82
ID00609,Male,18,Psychology,82.4,3.7,2.96,5.9,7,3.19
ID00610,Female,18,Psychology,91.2,4.2,3.96,6.1,5,4
ID00611,Male,20,Economics,75.6,3.5,2.97,7.5,10,3.16
ID00612,Female,24,Business,88.4,4.8,3.38,6.7,6,3.67
ID00613,Female,19,Business,96.7,5.8,3.02,4.8,3,3.3
ID00614,Male,24,Psychology,74,8.1,3.92,6.4,7,4
ID00615,Female,23,Psychology,96.7,3.3,3.14,6.7,14,3.56
ID00616,Female,21,Computer Science,85.8,2.1,3.16,7.8,7,3.57
ID00617,Male,20,Business,100,5,3.03,7.4,10,3.24
ID00618,Male,18,Computer Science,82,1.7,3.2,9.6,3,3.48
ID00619,Female,22,Computer Science,90.7,3.3,3.7,5.5,9,4
ID00620,Female,24,Mathematics,84.4,1.4,3.52,7.8,4,3.75
ID00621,Male,19,Economics,83.6,14,3.11,8,8,3.82
ID00622,Male,22,Engineering,88.9,7.5,3.95,7.4,6,4
ID00623,Male,23,Business,93.1,7.1,3.54,6.6,3,3.92
ID00624,Male,20,Psychology,66.3,8.3,2.88,6,6,3.33
ID00625,Female,24,Psychology,100,6.7,2.41,6.9,10,2.98
ID00626,Male,18,Engineering,57.1,4.5,2.89,4.3,8,2.6
ID00627,Male,24,Business,74.7,4.6,3.31,5.6,9,3.42
ID00628,Female,21,Psychology,83.6,7.9,3.4,5.5,8,3.86
ID00629,Male,22,Psychology,91.2,8.2,3.78,7.8,9,4
ID00630,Male,21,Mathematics,100,2.2,2.55,7.9,9,2.71
ID00631,Female,23,Computer Science,57.1,3.6,2.88,5.4,10,2.7
ID00632,Female,18,Psychology,77.4,4.2,2.51,5,3,2.61
ID00633,Male,22,Economics,53.1,6.8,2.43,4.8,9,2.39
ID00634,Male,23,Business,85.5,2.4,2.79,8.5,8,2.8
ID00635,Male,21,Economics,89.1,2.3,3.28,8.4,10,3.34
ID00636,Male,21,Engineering,100,1.6,3.49,8,9,3.55
ID00637,Male,22,Mathematics,86.8,2.9,2.63,9.3,10,2.95
ID00638,Male,18,Business,100,3.2,2.7,9.7,5,2.78
ID00639,Male,21,Mathematics,93.8,9.1,2.21,5.5,7,2.68
ID00640,Male,20,Computer Science,78.5,6.4,3.21,6.4,8,3.29
ID00641,Male,23,Psychology,63.9,6.8,2.73,8.2,4,2.99
ID00642,Male,22,Business,89.1,2,3.93,4,11,4
ID00643,Male,19,Engineering,62.6,3.5,3.3,6.6,3,3.44
ID00644,Male,19,Computer Science,100,5.9,3.01,8.4,15,3.4
ID00645,Male,18,Computer Science,82.6,4.3,2.78,6.5,9,3.19
ID00646,Female,20,Mathematics,100,5.4,2.35,8.1,6,2.62
ID00647,Female,21,Computer Science,77.8,1.7,2.42,4,13,2.15
ID00648,Female,19,Business,89,4.2,2.79,7.4,13,3.09
ID00649,Female,18,Mathematics,88.1,6.1,2.75,6.3,7,3.12
ID00650,Male,23,Computer Science,84.3,2.1,2.6,6.7,8,2.93
ID00651,Male,20,Engineering,78.5,1.2,3.29,5.6,5,3.07
ID00652,Male,20,Economics,90.9,2,3.36,9.4,5,3.53
ID00653,Female,24,Business,71.1,7.8,2.87,7.1,13,3.22
ID00654,Female,18,Engineering,66.9,1.8,4,7.2,7,3.85
ID00655,Male,18,Engineering,100,4,2.23,10,9,2.45
ID00656,Male,24,Mathematics,95.9,1.1,3.13,5.6,6,3.24
ID00657,Male,21,Psychology,86,2.3,2.99,7.2,8,3.08
ID00658,Male,18,Mathematics,100,4.5,2.82,6,6,3.06
ID00659,Female,24,Business,81,4,2.75,5.9,13,2.83
ID00660,Female,21,Business,100,7.1,3.1,7.5,6,3.71
ID00661,Male,21,Mathematics,87.6,5,2.99,6.6,7,3.31
ID00662,Female,22,Psychology,69.6,2.1,2.9,10,10,2.72
ID00663,Female,20,Mathematics,100,3.5,2.45,9.7,6,2.74
ID00664,Male,23,Business,99.9,3.1,2.29,6.8,9,2.78
ID00665,Male,20,Psychology,83.2,0.8,2.96,4.7,9,3.17
ID00666,Male,20,Business,95.9,9.3,2.9,6.6,4,3.34
ID00667,Male,22,Psychology,78.9,4.1,3,8.6,4,2.88
ID00668,Male,21,Psychology,97.4,4.5,3.05,5.7,10,3.14
ID00669,Male,21,Mathematics,49.1,5.8,2.84,9.4,12,2.4
ID00670,Male,18,Mathematics,69.7,5.9,2.99,7.9,13,2.99
ID00671,Male,22,Mathematics,99.7,6.2,2.67,5.2,8,2.96
ID00672,Female,18,Psychology,81.3,3.2,3.86,6,12,4
ID00673,Male,22,Psychology,88.1,2.9,2.7,6.2,9,2.94
ID00674,Male,18,Business,64.8,7.3,2.91,5.8,6,3.15
ID00675,Male,19,Engineering,100,9.4,2.74,5.3,9,3.38
ID00676,Female,24,Mathematics,100,1.1,2.73,6.1,5,2.88
ID00677,Male,20,Economics,82,7.1,3.11,6.4,12,3.68
ID00678,Male,20,Business,78.9,3.5,3.05,8.9,9,2.92
ID00679,Female,23,Business,100,3.8,2.87,7.7,14,3.16
ID00680,Female,24,Computer Science,100,0.5,2.96,7.7,9,3.21
ID00681,Female,21,Mathematics,99.3,4,2.74,7.5,5,3.04
ID00682,Male,23,Business,100,2.8,3.3,5.8,6,3.51
ID00683,Male,19,Computer Science,71.2,0.7,4,8.7,5,3.63
ID00684,Female,23,Economics,72.7,7.7,2.66,6.3,4,2.91
ID00685,Female,20,Economics,67.2,4.5,3.3,6.5,5,3.47
ID00686,Female,21,Mathematics,91.6,4.9,3.12,7.6,6,3.67
ID00687,Female,19,Psychology,87.6,7.6,3.43,10,11,3.72
ID00688,Male,20,Computer Science,82.7,5.9,3.45,6.2,6,3.86
ID00689,Female,24,Psychology,97.1,1.6,3.2,4.6,5,3.32
ID00690,Male,18,Economics,100,6.7,3.08,7.4,9,3.73
ID00691,Male,22,Economics,62.1,1.3,2.88,8,6,2.7
ID00692,Male,19,Engineering,76,5.7,2.72,6.3,9,2.72
ID00693,Male,21,Engineering,97.3,10.5,3.05,6.1,15,3.58
ID00694,Male,23,Engineering,78,5.7,2.46,5.1,8,2.36
ID00695,Male,24,Engineering,73,3.2,2.8,7.5,5,2.96
ID00696,Female,23,Business,100,10.3,3.65,9.9,7,4
ID00697,Male,19,Engineering,65.7,4.5,3.15,9.6,10,3.09
ID00698,Female,24,Business,80.5,2.1,3.55,7.5,9,3.95
ID00699,Male,21,Business,89.9,2.7,3.83,6.4,10,4
ID00700,Male,19,Mathematics,76.4,2.6,3.01,7.6,7,3.16
ID00701,Male,21,Business,96.7,11.7,3.2,6.5,9,4
ID00702,Male,23,Business,76.5,5.6,2.95,6,8,2.89
ID00703,Male,20,Engineering,100,5.8,2.69,7.2,10,3.12
ID00704,Male,24,Business,83.1,5.2,2.62,8.9,14,3.07
ID00705,Male,18,Psychology,95.1,4.7,3.52,6.7,4,3.86
ID00706,Female,20,Engineering,96.2,3,3.2,6.7,9,3.69
ID00707,Male,18,Computer Science,75.6,1.8,4,6.6,11,4
ID00708,Female,23,Engineering,54.2,4.9,3.59,8.2,10,3.39
ID00709,Male,24,Business,90.4,10.1,2.73,8.3,7,3.14
ID00710,Female,20,Psychology,86.1,4.8,3.52,5.4,6,3.65
ID00711,Female,20,Engineering,93.3,8.1,2.95,6.7,7,3.56
ID00712,Female,19,Psychology,81.6,1.1,3.71,8.7,9,3.88
ID00713,Male,22,Computer Science,78.5,4.8,2.86,6.5,8,2.81
ID00714,Male,23,Economics,100,2.8,2.57,9.1,12,2.9
ID00715,Male,21,Computer Science,62.9,2,2.7,8,9,2.8
ID00716,Female,23,Economics,96,8.9,2.73,9.6,7,3.19
ID00717,Female,21,Mathematics,76.4,3.1,2.68,6.5,6,2.73
ID00718,Female,24,Economics,80,5.6,2.81,8.1,9,3.14
ID00719,Male,21,Mathematics,80.2,3.8,3.53,8.1,9,3.58
ID00720,Female,18,Engineering,72.9,1.6,4,8.6,8,3.67
ID00721,Female,21,Mathematics,93.6,6.1,2.43,7.5,4,3
ID00722,Male,21,Psychology,100,3.2,3.73,8.7,4,3.94
ID00723,Male,19,Mathematics,92.1,6.6,2.86,6.1,6,3.38
ID00724,Female,20,Psychology,86.6,2.3,3.27,6.9,8,3.58
ID00725,Female,23,Economics,70.2,2.9,2.27,4.8,3,2.12
ID00726,Female,23,Economics,92.8,5.5,3.36,6.6,5,3.6
ID00727,Male,24,Economics,100,2.4,2.1,5.7,8,2.38
ID00728,Female,24,Mathematics,79.3,6,3.26,7.5,6,3.4
ID00729,Male,21,Economics,79.4,0.9,3.23,8.5,7,2.88
ID00730,Male,22,Mathematics,76.6,1.8,3.2,7.8,6,2.95
ID00731,Male,23,Mathematics,77.7,4.2,2.73,8.2,8,2.5
ID00732,Female,24,Business,43.8,5.8,3.37,7.1,8,3.02
ID00733,Female,21,Business,91.1,4.3,3.3,6.8,10,3.53
ID00734,Male,24,Mathematics,72.3,5.4,3,5.2,9,2.91
ID00735,Male,18,Psychology,60.8,3.1,3.44,4.1,16,2.94
ID00736,Female,18,Engineering,96.3,0.9,3.05,4.7,10,3.2
ID00737,Male,24,Computer Science,68.8,3.3,3.36,6,6,3.27
ID00738,Female,18,Business,79.9,3.4,3.04,8.4,8,3.03
ID00739,Male,24,Mathematics,100,7.7,3.21,5.2,5,3.77
ID00740,Male,21,Computer Science,63.9,6,3.39,5.8,9,3.39
ID00741,Male,19,Business,62,1.9,2.9,6.3,10,2.93
ID00742,Male,22,Engineering,89,0.7,2.48,8.9,11,2.41
ID00743,Female,21,Psychology,100,3.7,3.24,6.9,7,3.51
ID00744,Male,19,Mathematics,61.4,2.8,3.69,7.2,4,3.75
ID00745,Male,19,Engineering,91.1,9.7,3.25,7.6,5,4
ID00746,Female,23,Business,93.7,7.8,3.26,9.1,6,3.75
ID00747,Male,21,Mathematics,54.1,1.6,3.08,7.1,14,2.66
ID00748,Male,21,Computer Science,97,5.9,3.47,4.4,10,3.74
ID00749,Female,24,Economics,98.1,5.3,3.01,7.2,8,3.38
ID00750,Female,19,Psychology,80.3,5.2,2.87,9.2,9,3.24
ID00751,Male,19,Business,100,14,3.65,8,7,4
ID00752,Female,19,Psychology,100,3.8,2.83,7.3,14,3.16
ID00753,Female,24,Mathematics,86.5,6.3,3.54,7.5,9,4
ID00754,Male,23,Economics,78.2,6.8,3.65,4.2,5,3.64
ID00755,Male,21,Engineering,70.4,5,3.38,4,9,3.47
ID00756,Female,19,Psychology,84.4,9.6,2.48,8.3,6,3.11
ID00757,Female,18,Computer Science,93.5,4.5,3.11,8.9,8,3.53
ID00758,Male,21,Business,80.1,6.6,3,6.1,9,3.29
ID00759,Female,24,Computer Science,52,2.6,2.85,7.3,9,2.38
ID00760,Female,23,Psychology,100,1.8,3.17,7.9,6,3.59
ID00761,Male,18,Economics,87.9,5.5,3.48,9.5,5,3.66
ID00762,Male,24,Engineering,79.3,3.9,2.87,6.9,20,2.61
ID00763,Male,20,Engineering,97.9,4.1,3.01,8.1,4,3.13
ID00764,Female,21,Computer Science,100,3.3,2.98,10,6,3.32
ID00765,Male,20,Mathematics,43,6.5,3.68,6.6,8,3.39
ID00766,Female,24,Mathematics,91.5,4.5,2.97,7.1,3,3.18
ID00767,Female,24,Economics,63.6,12.5,2.48,5.3,6,2.86
ID00768,Female,24,Engineering,92.5,4.4,2.31,5.4,8,2.48
ID00769,Male,19,Computer Science,86.9,5.1,3.28,8.3,8,3.65
ID00770,Female,23,Computer Science,94.5,6.9,2.72,8.8,5,3.19
ID00771,Male,19,Computer Science,77.5,5.5,3.43,8.7,9,3.49
ID00772,Female,23,Psychology,56.9,1.9,2.43,5.5,5,2.11
ID00773,Male,22,Economics,78.2,3.6,2.83,6.7,8,2.94
ID00774,Male,19,Mathematics,91.1,2.5,2.43,7.7,4,2.58
ID00775,Female,20,Mathematics,100,5.3,3.32,4,9,3.47
ID00776,Male,23,Psychology,67.4,4.7,3.42,7.7,8,3.6
ID00777,Male,19,Business,100,6.7,3.27,9.8,9,3.75
ID00778,Female,21,Psychology,75.3,7.2,2.56,8.7,8,2.81
ID00779,Female,24,Economics,90.4,2.5,2.73,4,9,2.79
ID00780,Female,23,Computer Science,77.4,7.1,3.22,7.6,9,3.31
